Descripcion,cateogira,precio final,,,,569,electro
PARLANTE FOXBOX WARP OCTANS NEGRO,parlantes,130.39807,,,,,
PARLANTE FOXBOX WARP OCTANS NEGRO Y ROJO,parlantes,130.39807,,,,,
PARLANTE JBL FLIP 5 BLUETOOTH GREEN,parlantes,194.77854,,,,,
PARLANTE JBL FLIP 5 BLUETOOTH RED,parlantes,222.17052,,,,,
PARLANTE JBL FLIP 5 BLUETOOTH SQUAD,parlantes,194.77854,,,,,
PARLANTE JBL FLIP 5 BLUETOOTH YELLEW,parlantes,194.77854,,,,,
PARLANTE JBL FLIP 6 BLUETOOTH BLACK,parlantes,305.39795,,,,,
PARLANTE JBL FLIP 6 BLUETOOTH BLUE,parlantes,305.77063,,,,,
PARLANTE JBL FLIP 6 BLUETOOTH RED,parlantes,305.43788,,,,,
PARLANTE JBL FLIP XTREME 3 BLUETOOTH BLACK,parlantes,811.04485,,,,,
PARLANTE LEIYON BT LY-BX0623 W6,parlantes,41.9265,,,,,
PARLANTE LEIYON BT LY-BX0831  W8`,parlantes,54.61093,,,,,
PARLANTE SMARTLIFE PARTYBOX  1 VIA 8V SL-PB10808,electro,52.32161,,,,,
PARLANTE SMARTLIFE PARTYBOX  15W SL-PB208015,electro,115.81031,,,,,
PARLANTE SMARTLIFE SL-BTS009B BLACK,parlantes,30.86589,,,,,
PARLANTE SMARTLIFE SL-BTS009B BLUE,parlantes,30.86589,,,,,
PARLANTE SMARTLIFE SL-BTS315B BLACK,parlantes,38.10653,,,,,
PARLANTE SMARTLIFE SL-BTS315B RED,parlantes,38.10653,,,,,
PARLANTE SMARTLIFE SL-BTS780B BLACK,parlantes,51.70935,,,,,
PARLANTE SMARTLIFE SL-BTS780B RED,parlantes,51.70935,,,,,
PARLANTE XIAOMI MI SPEAKER  16 W BLUETOOTH BLACK,parlantes,79.5938,,,,,
PARLANTES CX BLACK USB 2.0 BLACK DIGITAL,parlantes,14.69424,,,,,
PARLANTES CX P/ NOTEBOOK MINI  BLACK USB 2.0,parlantes,7.4536,,,,,
PARLANTES GENIUS SP-HF 180 USB 4W POWER BLACK,parlantes,16.18496,,,,,
PARLANTES GENIUS SP-HF 380BT WOOD USB/BLUETHOOTH,parlantes,33.39479,,,,,
PATCHCORD CAT.5E FURUKAWA MULTILAN 1.0M NG,cables,5.81647,,,,,
PATCHCORD CAT.5E FURUKAWA MULTILAN 3.0M NG,cables,9.75623,,,,,
PATCHCORD FURUKAWA CAT.5E - 1.0M MULTILAN NG,cables,5.81647,,,,,
PATCHCORD FURUKAWA CAT.5E - 2.0M MULTILAN AZ,cables,7.94607,,,,,
PATCHCORD FURUKAWA CAT.5E - 2.0M MULTILAN NG,cables,7.94607,,,,,
PATCHCORD FURUKAWA CAT.5E - 2.5M MULTILAN NG,cables,8.9177,,,,,
PATCHCORD FURUKAWA CAT.6 - 10M GIGALAN NG,cables,28.00424,,,,,
PATCHCORD FURUKAWA CAT.6 - 15M GIGALAN NG,cables,39.05154,,,,,
PATCHCORD FURUKAWA CAT.6 - 2.5M GIGALAN GRIS,cables,10.46166,,,,,
PATCHCORD FURUKAWA CAT.6 - 2.5M GREEN GIGALAN GRIS,cables,11.52646,,,,,
PATCHCORD FURUKAWA CAT.6A 10M GIGALAN LSZH AUG GR,cables,53.31986,,,,,
PATCHCORD FURUKAWA CAT.6A G.LAN AUG 1.0M LSZH GR,cables,18.91351,,,,,
PATCHCORD FURUKAWA CAT.6A G.LAN AUG 2.5M LSZH GR,cables,25.36886,,,,,
PATCHCORD FURUKAWA CAT.6A G.LAN AUG GREEN 0.5M GR,cables,17.50265,,,,,
PATCHCORD FURUKAWA CAT.6A G.LAN AUG GREEN 2.5M VD,cables,21.01649,,,,,
PATCHCORD FURUKAWA FO DUP 50.0 LC/SC-SPC 2.5M NJ,cables,28.39408,,,,,
PATCHCORD FURUKAWA FO DUP OM3 LC/LC-UPC 2.5m LSZH,cables,62.683335,,,,,
PATCHCORD FURUKAWA FO DUP OM4 LC/LC-UPC 5.0M Acua,cables,61.47999,,,,,
PATCHCORD FURUKAWA FO OM4 LC/LC-UPC 2.5M-LSZH ACQ,cables,54.08975,,,,,
PATCHCORD FURUKAWA FO OM4 LC/LC-UPC 3.0M-LSZH ACQ,cables,49.5924,,,,,
PATCHCORD FURUKAWA MULTILAN  CAT.5E - 1.5M NG,cables,6.84134,,,,,
PATCHCORD GLC CAT.5E - 0.6M NEGRO,cables,2.22277,,,,,
PATCHCORD GLC CAT.5E - 1.2M NEGRO,cables,3.16778,,,,,
PATCHCORD GLC CAT.5E - 1.8M NEGRO,cables,3.48722,,,,,
PATCHCORD GLC CAT.5E - 2.4M NEGRO,cables,4.36568,,,,,
PATCHCORD GLC CAT.6 - 0.6M NEGRO,cables,4.23258,,,,,
PATCHCORD GLC CAT.6 - 1.2M NEGRO,cables,5.28407,,,,,
PATCHCORD GLC CAT.6 - 1.8M,cables,5.40386,,,,,
PATCHCORD GLC CAT.6 - 2.4M NEGRO,cables,6.61507,,,,,
PATCHCORD GLC FO LC/PC - LC/PC SM 2mts SIMPLEX,cables,6.29629,,,,,
PATCHCORD GLC FO LC/PC- LC/PC SM X 100MTS DUPLEX,cables,78.15665,,,,,
PATCHCORD HUBBELL 10G SHD PC6A GY 2.1 MTS,cables,4.45885,,,,,
PATCHPANEL FURUKAWA 24P CAT.5E MULTILAN NEGRO,cables,160.33226,,,,,
PATCHPANEL GLC 24P  CAT 5E P/ KRONE/110,cables,69.42496,,,,,
PATCHPANEL GLC 24P CAT 6 P/ KRONE/110,cables,104.16406,,,,,
PAVA ELECTRICA OSTER KE671 ACERO INOXI,electro,52.76084,,,,,
PAVA ELECTRICA PEABODY ROSA/TERMOMETRO 1.7 LT,electro,80.6586,,,,,
PAVA ELECTRICA PEABODY VERDE/TERMOMETRO 1.7 LT,electro,80.6586,,,,,
PAVA ELECTRICA SMARTLIFE SL-EK1510IX ACERO INOXI,electro,67.42846,,,,,
PAVA ELECTRICA SMARTLIFE SL-EK1714B  1.7 LTS NEGRA,electro,40.67536,,,,,
PAVA ELECTRICA SMARTLIFE SL-EK1714W 1.7 LTS BLANCA,electro,40.67536,,,,,
PC AIR ACTUALIZACION,pc,539.791395,,,,,
PC AIR AMD RYZEN 5 3600 AM4,pc,604.07919,,,,,
PC AIR AMD RYZEN 5+ 4700S MINI ITX,pc,500.5429,,,,,
PC AIR INTEL  CELERON G5905 COMETLAKE,pc,419.66353,,,,,
PC AIR INTEL  CELERON G5925 COMETLAKE,pc,436.036315,,,,,
PC AIR INTEL  CELERON G6900 ALDERLAKE,pc,471.869255,,,,,
PC AIR INTEL  PENTIUM G6405 COMETLAKE,pc,512.005065,,,,,
PC AIR INTEL  PENTIUM G7400 ALDERLAKE,pc,494.07644,,,,,
PC AIR INTEL CORE I3 10105 COMETLAKE,pc,512.04153,,,,,
PC AIR INTEL CORE I3 10105F COMETLAKE,pc,517.70576,,,,,
PC AIR INTEL CORE I3 12100  ALDERLAKE,pc,626.334995,,,,,
PC AIR INTEL CORE I3 12100F  ALDERLAKE,pc,621.375755,,,,,
PC AIR INTEL CORE I5 12600K  ALDERLAKE,pc,1259.84144,,,,,
PC AIR INTEL CORE I7 10700K COMETLAKE,pc,1257.33751,,,,,
PC AIR INTEL CORE I7 11700K  ROCKETLAKE,pc,1280.662955,,,,,
PC AIR INTEL CORE I7 11700KF  ROCKETLAKE,pc,1290.64221,,,,,
PC AIR INTEL CORE I7 12700K  ALDERLAKE,pc,1423.86101,,,,,
PC CX AMD 4700S+16G+SSD240G+VGA1GB,pc,544.264435,,,,,
PC CX AMD APU A6 7480+1T+4G+DVDRW     (GIGA),pc,452.77375,,,,,
PC CX AMD RYZEN 3 2200G PRO+4G+1T+WF+W10H+WC+M19,pc,1003.46818,,,,,
PC CX AMD RYZEN 3 4350G+8G+SSD240 (ECS),pc,650.766545,,,,,
PC CX AMD RYZEN 5 3400G+8G+SSD240 (GIGA),pc,764.40364,,,,,
PC CX INTEL G5905+4G+SSD240 (ECS),pc,456.116375,,,,,
PC CX INTEL G5925+8G+SSD240 (ASUS),pc,482.152385,,,,,
PC CX INTEL G6405+4G+SSD240G (ASUS)��,pc,486.844215,,,,,
PC CX INTEL G6405+4G+SSD240G� (MSI)��,pc,540.204665,,,,,
PC CX INTEL G6405+8G+SSD240G (ASUS)��,pc,508.41934,,,,,
PC CX INTEL I3 10105+4G+SSD240G (ASUS),pc,575.211065,,,,,
PC CX INTEL I3 10105+4G+SSD240G (ECS),pc,561.60962,,,,,
PC CX INTEL I3 10105+4G+SSD240G (MSI),pc,628.09747,,,,,
PC CX INTEL I3 10105+8G+SSD240G (ASUS),pc,596.39723,,,,,
PC CX INTEL I3 10105+8G+SSD480�(ASUS),pc,629.689775,,,,,
PC CX INTEL I5 10400+8G+SSD240�(ASUS),pc,634.940735,,,,,
PC CX INTEL I5 10400+8G+SSD480 (ASUS),pc,671.235565,,,,,
PC CX INTEL I7 10700+8G+SSD240 (ASUS),pc,873.77433,,,,,
PC CX INTEL I7 10700+8G+SSD480 (ASUS),pc,910.06916,,,,,
PC CX INTEL I7 10700+8G+SSD480 (MSI),pc,948.38172,,,,,
PC CX INTEL I7 11700+8G+SSD480G (ASUS),pc,981.17591,,,,,
PC DELL OPTI 3090 MFF I5-10500T 8GB 256GB UBUNTU,pc,1011.770045,,,,,
PC DELL OPTI 3090 MFF I7-10700T 8GB 512GB W10PRO,pc,1628.21087,,,,,
PC DELL OPTI 3090 SFF I5-12500 8G 256GB W10PRO,pc,1427.19148,,,,,
PC DELL VOSTRO SFF 3681 I3-10100 4G 1TB W10PRO,pc,930.088445,,,,,
PC DELL VOSTRO SFF 3681 I3-10105 8G 256G W10PRO,pc,1057.715945,,,,,
PC ESQ CX MINI MOON INTEL I7 10700+8G+SSD240 (MSI),pc,994.680115,,,,,
PC GAMEMAX AMD RYZEN 7 5700G+16G+SSD500+600W,pc,935.86207,,,,,
PC GAMER GIGA AMD R5+16G+SSD960G+VGA8G+FTE600W,pc,2666.187095,,,,,
PC GAMER PERFORMANCE AMD  4700S+16G+SSD480+VGA4G,pc,1328.90615,,,,,
PC HP 400 SFF I5-10500 SSD 512G 8GB W10PRO,pc,1473.052295,,,,,
PC HP 400 SFF I7-10700 SSD 512G 8GB W10PRO,pc,1843.415145,,,,,
PC LENOVO NEO 50S I5 12400 8GB SSD256 DVRW EXPO,pc,1059.344715,,,,,
PC LENOVO NEO 50S I5 12400 8GB SSD256 DVRW G36M OS,pc,1008.901465,,,,,
PC LENOVO NEO 50S I7 12700 8GB SSD256 DVRW G36M OS,pc,1293.12183,,,,,
PC MINI ASUS CEL N4500 8G SSD250G PN41-BB4000AFCB,pc,512.977465,,,,,
PC MINI ASUS I3-1115 8GB SSD240G PN63-S1-BB3000XFD,pc,764.16054,,,,,
PC MINI ASUS I5-11300H 8G SSD240G PN63-S1-BB5H000X,pc,1065.41006,,,,,
PC MINI ASUS I7-1165G7 8G SSD250G PL63-BB70000XT,pc,1257.02148,,,,,
PC MINI ASUS RYZEN 3 5300U 8GB SSD240G AS PN51-E1,pc,748.079475,,,,,
PC MINI ASUS RYZEN 3 5300U AS PN51-E1 (BAREBONE),pc,587.171585,,,,,
PC MINI ASUS RYZEN 3 5300U AS PN51-E1 (BAREBONE),pc,591.55954,,,,,
PC MINI CX MOON INTEL I5 10400+8G+SSD240 WIFI (MSI,pc,775.99951,,,,,
PC MINI CX MOON INTEL I7 10700+8G+SSD240 WIFI (MSI,pc,1014.833105,,,,,
PC MINI CX PLUTON INTEL+SSD240G+8G+PAR+2SERIE,pc,516.672585,,,,,
PC MINI INTEL NUC PENTIUM J5005 8GB SSD240G,pc,585.883155,,,,,
PC PERFORMANCE AMD RYZEN 5 5600G+8G+SSD480G (ASUS),pc,679.646825,,,,,
PC PERFORMANCE AMD RYZEN 7 4750G+8G+SSD480 (ECS),pc,909.63158,,,,,
PC PERFORMANCE AMD RYZEN 7 5700G+8G+SSD480G (ASUS),pc,795.05855,,,,,
PC PERFORMANCE INTEL G6405+4G+SSD240G (ECS),pc,435.307015,,,,,
PC PERFORMANCE INTEL I3 10105+8G+SSD240 (ECS),pc,541.84559,,,,,
PC PERFORMANCE INTEL I3 10105+8G+SSD240 (MSI),pc,582.479755,,,,,
PC PERFORMANCE INTEL I5 10400+8G+SSD240 (MSI),pc,618.00882,,,,,
PC PERFORMANCE INTEL I7 10700+8G+SSD240 (MSI),pc,859.856855,,,,,
PC PERFORMANCE INTEL I7 10700+8G+SSD480 (MSI),pc,899.00811,,,,,
PELOTA ADIDAS TOP GLIDER TELSTAR18  RUSIA 2018,accesorios,6.84134,,,,,
PEN DRIVE 32GB KINGSTON 3.1 DTX ROJO,memorias,6.66831,,,,,
PEN DRIVE 64GB SANDISK 3.0 ULTRA SHIFT,memorias,16.73067,,,,,
PERCHERO DE PIE BOLD 4 GANCHOS VA-931,electro,55.20988,,,,,
PERISCOPIO GABITEL 4 MODULOS (B) X 24,electro,180.45698,,,,,
PIGTAIL FIBRA OPTICA FURUKAWA 02F SM LC-SPC,cables,23.94535,,,,,
PIGTAIL FO GLC SC/APC SM 2MTS,cables,3.50064,,,,,
PIGTAIL FO GLC SC/PC SM 2MTS,cables,3.1603,,,,,
PIGTAIL FURUKAWA FO . 2F MM (62.5) SC-SPC,cables,6.90789,,,,,
PIGTAIL FURUKAWA FO CON 02F OM4 LC-UPC 1.5M D0.9,cables,33.0616,,,,,
PIGTAIL FURUKAWA FO SM LC-PC D2,cables,4.68512,,,,,
PIGTAIL FURUKAWA FO SM SC-PC D0.9/D2,cables,3.47391,,,,,
PINNACLE CONTROL REMOTO P/DAZZLE PCI -33664-,accesorios,9.13066,,,,,
PINNACLE RECEPTOR AIRDA,accesorios,7.7198,,,,,
PINZA PELADORA GLC AJUSTABLE P/CABLES 0.5 A 6mm,cables,41.64699,,,,,
PLACA HPE PCI Baffle Kit,accesorios,12.045605,,,,,
PLACA RED HPE BCM57414 10/25GbE 2P SFP28 Adapter,redes,1046.849375,,,,,
PLACA RED PCI-E PERFORMANCE 11N 300MBPS 2X2DBI,redes,8.472035,,,,,
PLACA RED PCI-E TENDA  W322E N300,redes,11.826815,,,,,
PLACA RED PCI-E TP-LINK WN781ND 11N 150MBPS 2DBI,redes,13.07878,,,,,
PLACA RED PCI-E TP-LINK WN781ND 150 **CAJA DA�ADA*,redes,12.42241,,,,,
PLACA RED PCMCIA CISCO WPC200 C/DETECCION INTRUSOS,redes,20.54195,,,,,
PLACA RED SMC Cardbus (16/32BITS) 54MBPS WIRELESS,accesorios,32.611865,,,,,
PLACA RED USB TENDA  U1 11N 300MBPS,redes,11.608025,,,,,
PLACA RED USB TENDA  U12 AC1300,redes,27.166425,,,,,
PLACA RED USB TENDA  U3 11N 300MBPS MINI,redes,8.569275,,,,,
PLACA RED USB TENDA  W311MI 11N 150MBPS,redes,7.888595,,,,,
PLACA RED USB TP-LINK ARCHER T9UH **CAJA DA�ADA**,redes,71.945445,,,,,
PLACA RED USB TP-LINK ARCHER T9UH AC1900 DUAL BAND,redes,71.945445,,,,,
PLACA RED USB TP-LINK WN725N 11N 150MBPS NANO,redes,13.07878,,,,,
PLACA RED USB TP-LINK WN821N 11N 300MBPS,redes,15.26668,,,,,
PLACA TV AVERMEDIA AVERTV CARDBUS PRO SINTONIZ NB,accesorios,24.57026,,,,,
PLANCHA A VAPOR OSTER IRON 5905 GREEN,electro,61.86488,,,,,
PLUG RJ45 GLC CAT.5E x100 UNID,cables,18.58076,,,,,
PLUG RJ45 GLC CAT.6  x100 UNID,cables,91.29329,,,,,
PORTA CD CD/ 20 X20 42X20X18 HAYA/GRAFIT,accesorios,14.641,,,,,
PORTA ZIP IOMEGA X27,accesorios,4.93493,,,,,
PORTA ZIP IOMEGA X6,accesorios,3.610035,,,,,
PORTADIS. 3 1/2 X30 ALLSOP ARCHIVO,accesorios,4.77829,,,,,
PORTADIS. 3 1/2 X30 ALLSOP DISKFILE,accesorios,4.55202,,,,,
PORTADIS. 3 1/2 X80 ALLSOP ARCHIVO,accesorios,5.00456,,,,,
PORTAROLLO P/CALC CIFRA 461PD,accesorios,3.3275,,,,,
PORTAROLLO P/CALC CIFRA PR220/30/50,accesorios,5.9895,,,,,
POS PROX FUENTE 60W REPUESTO EDAC EA10683P-240,accesorios,55.92862,,,,,
POS PROX FUENTE 72W REPUESTO EDAC EA10723B-240,fuentes,81.20431,,,,,
POS PROX MOTHERBOARD REPUESTO P/ PA6322,pc,377.82602,,,,,
POWER ADAPTER 12V 1.5A  CAMARAS,fuentes,12.00562,,,,,
PRECINTO REUTILIZABLE S.E RAPSTRAP X 24 BLANCO,cables,8.07917,,,,,
PRECINTO REUTILIZABLE S.E RAPSTRAP X 24 VERDE,cables,0.77198,,,,,
PROM PARA MB: 2022706 DEL TMU -30422-,accesorios,22.82665,,,,,
PROTECTOR DE TENSION GRALF CONFIGURABLE,electro,23.87814,,,,,
PROTECTOR DE TENSION GRALF FIJO,electro,19.01999,,,,,
PROTECTOR DE TENSION TRV PROTECH E -AUDIO-TV-,electro,14.22839,,,,,
PROTECTOR DE TENSION TRV PROTECH F -HELADERAS / AI,electro,15.27988,,,,,
PROYECTOR EPSON BRIGHTLINK EB-725Wi 4000L INTERACT,proyector,3745.68689,,,,,
PROYECTOR EPSON EB-725Wi + SOPORTE A PARED,proyector,3897.12807,,,,,
PROYECTOR EPSON POWERLITE L520W 5200L WXGA LASER,proyector,3401.58346,,,,,
PUERTA GABITEL CHAPA 1 HOJA 45U (B) EVO2,electro,134.79037,,,,,
PUERTA GABITEL CHAPA 2 HOJAS 31U (B),electro,114.01346,,,,,
PUERTA GABITEL VIDRIO 1 HOJA 40U (B),electro,130.3049,,,,,
"RACK 19"" GLC 30U-800 Desarmado",cables,1549.78978,,,,,
"RACK 19"" GLC 40U-800 Desarmado",cables,1916.65331,,,,,
"RACK 19"" GLC 45U-1000 SERVER Desarmado",cables,2511.71679,,,,,
"RACK 19"" GLC 45U-800 Desarmado",cables,2058.60446,,,,,
RACK 19` GLC 20U-800 Desarmado,cables,1226.94242,,,,,
RACK APC EASY 42U 600X1100MM,accesorios,2092.53165,,,,,
RACK APC EASY 42U 800X1200MM,accesorios,2664.20946,,,,,
RACK APC NetShelter SX 42U 1070MM,accesorios,3923.97434,,,,,
RACK GABITEL EVO3 19` 20U  800MM C/PUERTA (N),accesorios,1277.56035,,,,,
RACK GABITEL EVO3 19` 31U  800MM C/PTA (N),accesorios,1682.66351,,,,,
RACK GABITEL EVO3 19` 40U  800MM C/PTA (N),accesorios,1858.076,,,,,
RACK GABITEL EVO4 19` 45U 1000MM C/PTA (N) - EXPO,accesorios,1581.33448,,,,,
RACK GABITEL EVO4 19` 45U 1200MM C/PTA (N),accesorios,3116.86925,,,,,
RADIO PORTATIL PHILIPS AE1530 AM/FM,auriculares,27.88445,,,,,
RAID 5 UPGRADE IBM M5100 512MB Cache/RAID 5,accesorios,86.90825,,,,,
RALLADOR ELECTRICO PEABODY PE-SIM326V VERDE,electro,74.52269,,,,,
RALLADOR ELECTRICO PEABODY PE-SM326R VERDE,electro,68.04072,,,,,
RECORTADORA  WAHL GROOMSMAN RECARGABL SILVER,electro,30.33888,,,,,
"REGLETA PowerStrip 66 Vertical, Rack Mou HUBBELL",redes,173.03,,,,,
RELAY SMART GRALF WIFI 16A,electro,44.21989,,,,,
RELAY SMART GRALF WIFI RIEL DIN,electro,54.004665,,,,,
ROLLO DE FAX ARMOR X2 T23966 PAN KXF-180,accesorios,8.58495,,,,,
ROLLO ETIQUETAS BROTHER DK2205 62MM CONTI.,impresion,37.8004,,,,,
ROLLO ETIQUETAS BROTHER DK2210 29MM CONTI.,impresion,28.4834,,,,,
ROLLO ETIQUETAS TERMICO TT-0026 ETIQ 100 X 80 MM,impresion,15.95869,,,,,
ROLLO OBRA 70 X 40 MTS SIMPLE P/ TMU-950  X10,impresion,6.32225,,,,,
ROLLO PAPEL OBRA ILUST 100 X 60 800 ETIQ P/PC42T,impresion,9.56989,,,,,
ROLLO TERMICO 100 X 60 800 ETIQ P/PC42T,impresion,13.50965,,,,,
ROLLO TERMICO 57MM X 50MTS P/REGISTRADORA X 1,accesorios,0.67881,,,,,
ROSETA BOX MONTAJE SUPERFICIAL 2 PUERTOS HUBBELL,redes,0.91839,,,,,
ROSETA FO GLC 2PORTS INTERIOR,cables,1.82347,,,,,
ROTOMARTILLO ELECTRONEUMATICO POWER TOOLS PTN8121,electro,112.4695,,,,,
ROTULADORA BROTHER PT-E110VP (MAX 12MM) + 2 CINTAS,impresion,197.774005,,,,,
ROTULADORA BROTHER PT-E550WVP (MAX 24MM) + 2 CINTA,impresion,695.21738,,,,,
ROTULADORA BROTHER PT-H110 (BLANCA) + 2 CINTAS,impresion,135.589025,,,,,
ROTULADORA BROTHER PT-P750W (MAX 24MM) WIFI+2 CINT,impresion,428.02617,,,,,
ROTULADORA BROTHER PT-P900W (MAX 36MM) WIFI+2 CINT,impresion,748.954635,,,,,
ROTULADORA BROTHER PT-P950NW (MAX36MM) W R + 2 CIN,impresion,1051.99094,,,,,
ROUTER 4P TENDA F300 N300 2X5DBI,redes,29.34217,,,,,
ROUTER 4P TENDA F6 N300 4X5DBI,redes,26.072475,,,,,
ROUTER 4P TENDA N301 300MBPS 2X5DBI,redes,22.65692,,,,,
ROUTER 4P TENDA TX9PRO AX3000 4X6DBI WIFI 6,redes,124.27272,,,,,
ROUTER 4P TP-LINK WR840N 300MBPS **CAJA DA�ADA**,redes,34.264945,,,,,
ROUTER 4P+ADSL2 MODEM TENDA D301 N300 2X5DBI V 4.0,redes,28.12667,,,,,
ROUTER 4P+ADSL2 TENDA V12 AC1200 4X5DBI,redes,72.383025,,,,,
ROUTER 4P+VDSL2 MODEM TP-LINK W9960 CAJA ROTA,redes,34.81192,,,,,
SAMPLE ELECTRIC RAQUET (RAQUETA MATA INSECTOS),electro,50.80427,,,,,
SAMPLE HAIR CURLER (RIZADORA),electro,62.67679,,,,,
SAMPLE LADY SHAVER (DEPILADORA),electro,49.45996,,,,,
SAMPLE LADY SHAVER (DEPILADORA),electro,49.08728,,,,,
SAMPLE LADY SHAVER (DEPILADORA),electro,49.08728,,,,,
SAMPLE MANUAL BLENDER (MINIPIMER),electro,43.15102,,,,,
SAMSUNG TONER  CLP-Y300A P/CLP300-N/CLX3160 YELLOW,impresion,1.58389,,,,,
SAMSUNG TONER  ML-2250/ 2251 D5 (CAJA DA�ADA),impresion,2.35587,,,,,
SAMSUNG TONER  SCX-4200 D3,impresion,147.55466,,,,,
SAMSUNG TONER CLP-M300A P/CLP300-N/CLX3160 MAGENTA,impresion,1.61051,,,,,
SAMSUNG TONER ML-3560DB,impresion,12.5114,,,,,
SAMSUNG TONER MLT-D119S CAJA DA�ADA ML-1610 SU864A,impresion,45.71985,,,,,
SAMSUNG TONER MLT-P208A P/SCX-5835NX 20K PAG (EXPO,impresion,2.86858,,,,,
SAMSUNG TONER SCX-4521D3,impresion,145.73119,,,,,
SANDWICHERA ELECTRICA OSTER 2885 ANTIADHERENTE NEG,electro,55.47608,,,,,
SANDWICHERA SMARTLIFE SW3383 BLANCA,electro,30.53314,,,,,
SCANNER BROTHER ADS-1250W 25PPM DUPLEX,impresion,617.243055,,,,,
SCANNER BROTHER ADS-2200 35 PPM DUPLEX,impresion,797.27076,,,,,
SCANNER BROTHER ADS-2400N 30 PPM DUPLEX RED,impresion,969.67728,,,,,
SCANNER BROTHER ADS-2800W 40 PPM DUPLEX WIFI,impresion,1244.927255,,,,,
SCANNER BROTHER DS-640 PORTATIL COLOR 600DPI,impresion,350.42865,,,,,
SCANNER EPSON WORKFORCE ES-200 25 PPM DUPLEX,impresion,386.67486,,,,,
SCANNER HP 2600 CAMA PLANA 20G05A,impresion,536.631095,,,,,
SCANNER KODAK  RODILLO ALIMENT-MOD SEP SERIE i2000,impresion,65.71147,,,,,
SCANNER KODAK  RODILLO ALIMENTACION SERIE I2000,impresion,51.97555,,,,,
SCANNER KODAK 730EX SCAN STATION PLUS 70 PPM RED,impresion,1788.182825,,,,,
SCANNER KODAK ALARIS i940 20PPM OFICIO DUPLEX,impresion,384.207395,,,,,
SCANNER KODAK ALARIS i940 SCANMATE (CAJA DA�ADA),impresion,327.929745,,,,,
SCANNER KODAK ALARIS S2050 50 PPM ADF 80 DUPLEX,impresion,1351.988495,,,,,
SCANNER KODAK FEED ROLLER KIT P/E1000,impresion,98.880925,,,,,
SCANNER KODAK FEED ROLLER KIT P/S2050/60/70/80,impresion,162.40862,,,,,
SCANNER KODAK IMAGING GUIDE SET P/ i1400 SCANNERS,impresion,62.61024,,,,,
SCANNER KODAK KIT CONSUMIBLES I100/I200/I1400 X5,accesorios,21.36849,,,,,
SCANNER KODAK STACKING DEFLECTOR P/E1000/S2000,impresion,61.51882,,,,,
SCX-DSK10T/SEE TALL STAND P/SCX-6545N,accesorios,6.53521,,,,,
SDRAM  256MB KTC1966/256 P/COMPAQ KINGSTON,rams,1.96911,,,,,
SDRAM 256MB KTH-E200/256 KINGSTON,rams,1.96911,,,,,
SDRAM 256MB KTH-OB133/256 HP KINGSTON,rams,1.96911,,,,,
SDRAM 256MB KTH-VL133/256 HP/CPQ KINGSTON,rams,1.96911,,,,,
SDRAM 256MB KTM3113/256  IBM KINGSTON,rams,1.96911,,,,,
SDRAM 256MB KTT-SO100/256 KINGSTON,rams,1.96911,,,,,
SDRAM 32MB KTB-HL100/32 BROTHER KINGSTON,rams,1.96911,,,,,
SDRAM 64MB M864120 KINGSTON,rams,1.96911,,,,,
SECADOR DE PELO WAHL SUPER DRY 2000W PINK,electro,46.61162,,,,,
SECADOR DE PELO WAHL SUPER DRY 2000W TURQUESA,electro,46.61162,,,,,
SENSOR PUERTA / VENTANA XIAOMI MI WINDOWS&DOOR 2,accesorios,15.58271,,,,,
SENSOR SMART GRALF WIFI PUERTA Y VENTANA,electro,54.71741,,,,,
SERVER DELL R250 E-2324/16GB/4TB SATA/PERC H355,redes,3492.90942,,,,,
SERVER DELL R450 SIL 4309 /16GB/480GBSSD/PERC H755,redes,5648.756685,,,,,
SERVER DELL R450 SIL 4309/16GB/480GB SSD/PERC H755,redes,6475.50332,,,,,
SERVER DELL R550 SIL 4309/16GB/480GB SDD/PERC H755,redes,7054.08132,,,,,
SERVER DELL R750XS SIL 4314/32GB/480GB SSD/ H755,redes,8253.245,,,,,
SERVER DELL T150  E-2336G/16GB/2TB SATA/PERC  H355,redes,2989.23053,,,,,
SERVER DELL T40 XEON E3-2224G/8GB/1TB HDD/DVD,redes,1813.38014,,,,,
SERVER HPE DL180 Gen10 4208 1P 8C 16G 12LFF+ Svr,redes,6183.27281,,,,,
Server HPE DL20 Gen10+ E-2314 1P 4C 16G 4SFF Rack,redes,2514.33468,,,,,
Server HPE DL360 G10+ 4310 12C 32G MR416i-a 8SFF,redes,7091.08114,,,,,
Server HPE DL360 G10+ 4314 16C 32G MR416i-a 8SFF,redes,9830.62366,,,,,
SERVER HPE DL360 Gen10 4210R 1P 10C 16G NC 8SFF Sv,redes,7820.89165,,,,,
Server HPE DL380 G10+ 4310 12C 32G MR416i-p 8SFF,redes,8705.04635,,,,,
SERVER HPE ML350 Gen10 4210R 10C 1P 16G 8SFF Tower,redes,7304.389235,,,,,
SET BACK BOX (PIN) SBB-D32CV2 SMART SIGNAGE LFD,monitores,209.369875,,,,,
Sierra Cortadora Sensitiva 355mm 2.7hp BT-MC 355,electro,204.64125,,,,,
SILLAS E-WIN REPUESTO GAS LIFT 12CM,sillas,18.62146,,,,,
SIMM 32MB 60NS NON PARITY FPM KINGSTON,rams,3.98684,,,,,
SISTEMA MESH TENDA NOVA MW3 (1-PACK) AC1200,redes,59.158385,,,,,
